,value,percentage,datetime,COD-CCAA
0,833740.735,1,2021-01-01T00:00:00.000+01:00,21
1,704966.713,1,2021-02-01T00:00:00.000+01:00,21
2,757147.666,1,2021-03-01T00:00:00.000+01:00,21
3,706783.625,1,2021-04-01T00:00:00.000+02:00,21
4,730774.566,1,2021-05-01T00:00:00.000+02:00,21
5,757175.204,1,2021-06-01T00:00:00.000+02:00,21
6,905457.514,1,2021-07-01T00:00:00.000+02:00,21
7,901082.855,1,2021-08-01T00:00:00.000+02:00,21
8,793300.95,1,2021-09-01T00:00:00.000+02:00,21
9,707168.96,1,2021-10-01T00:00:00.000+02:00,21
10,723781.406,1,2021-11-01T00:00:00.000+01:00,21
11,781601.118,1,2021-12-01T00:00:00.000+01:00,21
