name,stars,bath_number,bed_number,rooms_number,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license,latitude,longitude
Rental unit in Barcelona,4.67,1 shared bath,1 bed,1 bedroom,308485438,Rf,Ciutat Vella,el Barri Gòtic,Private room,,3,3,2020-01-12,0.06,1,0,0,Exempt,41.3852,2.1721
Rental unit in Barcelona,,,20 beds,8 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,695.0,1,1,2023-03-03,0.1,174,320,1,HUTB-002598,41.3737,2.1676
Rental unit in Barcelona,,,4 beds,2 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,90.0,1,2,2023-03-22,0.13,174,365,1,HUTB-002780,41.3828,2.179
Rental unit in Barcelona,,,1 bed,1 bedroom,43670970,Dian,Gràcia,Vallcarca i els Penitents,Private room,,30,0,,,1,0,0,,41.4164,2.1462
Hostel in Barcelona,4.70,1 private bath,1 bed,1 bedroom,60874180,Hostal,Eixample,l'Antiga Esquerra de l'Eixample,Private room,80.0,1,61,2023-12-01,1.24,3,229,4,HB-004633,41.3895,2.1611
Hostel in Barcelona,,,1 bed,1 bedroom,60874180,Hostal,Eixample,l'Antiga Esquerra de l'Eixample,Private room,88.0,1,0,,,3,242,0,HB-004633,41.3885,2.1603
Hostel in Barcelona,4.0,1 private bath,3 beds,1 bedroom,60874180,Hostal,Eixample,l'Antiga Esquerra de l'Eixample,Private room,109.0,1,7,2022-02-28,0.14,3,247,0,HB-004633,41.3885,2.1603
Rental unit in Barcelona,,,1 bed,1 bedroom,306294339,Saul,Sant Martí,el Parc i la Llacuna del Poblenou,Private room,,1,1,2019-11-06,0.02,1,0,0,Exempt,41.3916,2.1855
Rental unit in Barcelona,4.86,1 shared bath,1 bed,1 bedroom,108551851,Xiaoli,Sants-Montjuïc,Sants,Private room,45.0,31,214,2022-08-27,4.32,4,173,0,Exempt,41.3826,2.14
Guest suite in Barcelona,4.83,1 bath,2 beds,2 bedrooms,305678597,Maria,Horta-Guinardó,el Carmel,Entire home/apt,95.0,4,48,2023-11-29,0.97,2,78,24,Exempt,41.4237,2.1522
Rental unit in Barcelona,4.61,2 baths,4 beds,2 bedrooms,59223335,Anna,Horta-Guinardó,el Baix Guinardó,Entire home/apt,104.0,3,62,2023-12-02,1.27,4,148,29,HUTB-012610,41.4144,2.1643
Rental unit in Barcelona,4.83,1 bath,5 beds,2 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,90.0,1,6,2023-11-02,0.59,174,365,6,HUTB-002780,41.3816,2.181
Rental unit in Barcelona,4.76,1 shared bath,1 bed,1 bedroom,306357457,Mar,Eixample,el Fort Pienc,Private room,,2,17,2020-03-11,0.34,2,0,0,Exempt,41.3982,2.1765
Rental unit in Barcelona,1,,20 beds,10 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,869.0,1,0,,,174,323,0,HUTB-002595,41.3742,2.1698
Rental unit in Barcelona,4.50,1 shared bath,1 bed,1 bedroom,306357457,Mar,Eixample,el Fort Pienc,Private room,,2,16,2020-07-06,0.32,2,0,0,Exempt,41.3978,2.1763
Rental unit in Barcelona,5.0,1 bath,1 bed,1 bedroom,37965268,Federica,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,60.0,31,9,2023-11-03,0.35,2,112,5,,41.3833,2.1813
Rental unit in Barcelona,4.78,1 private bath,1 bed,1 bedroom,37032072,Joan Josep,Nou Barris,el Turó de la Peira,Private room,17.0,30,9,2023-11-11,0.46,11,239,7,,41.4312,2.1688
Rental unit in Barcelona,,,1 bed,1 bedroom,308871679,Paula,Eixample,la Dreta de l'Eixample,Private room,,3,1,2019-11-30,0.02,1,0,0,Exempt,41.3884,2.1686
Rental unit in Barcelona,4.58,2 baths,4 beds,2 bedrooms,271226374,Jamica,Eixample,la Dreta de l'Eixample,Entire home/apt,181.0,1,38,2023-11-30,2.02,47,305,34,HUTB-004934,41.3874,2.17
Rental unit in Barcelona,4.75,1 bath,2 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,105.0,1,59,2023-11-27,1.23,20,321,37,HUTB-011284,41.3961,2.175
Rental unit in Barcelona,4.50,1 bath,4 beds,3 bedrooms,271226374,Jamica,Gràcia,la Salut,Entire home/apt,107.0,1,6,2023-11-21,0.35,47,239,5,HUTB-009992,41.4118,2.1594
Rental unit in Barcelona,,,4 beds,3 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,90.0,1,1,2022-07-11,0.06,174,325,0,HUTB-000192,41.3849,2.1781
Rental unit in Barcelona,4.72,1 bath,3 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,el Fort Pienc,Entire home/apt,87.0,1,67,2023-10-30,1.41,20,290,27,HUTB-011285,41.3973,2.177
Rental unit in Barcelona,4.95,2 baths,4 beds,3 bedrooms,305531645,5 Stars Apartment Arc De Triomf,Eixample,el Fort Pienc,Entire home/apt,186.0,5,109,2023-11-28,2.24,1,180,40,HUTB-007933,41.3937,2.18
Rental unit in Barcelona,4.70,1 bath,4 beds,2 bedrooms,216674071,David,Sant Martí,el Clot,Entire home/apt,65.0,31,10,2023-11-21,0.22,1,364,5,,41.4069,2.1863
Rental unit in Barcelona,5.0,1 bath,1 bed,1 bedroom,204662752,Tania & Gonzalo,Ciutat Vella,el Barri Gòtic,Private room,18.0,31,3,2023-09-02,0.07,35,335,2,,41.3829,2.1791
Rental unit in Barcelona,,,1 bed,1 bedroom,310390368,Romina,Sarrià-Sant Gervasi,el Putxet i el Farró,Entire home/apt,,30,0,,,1,0,0,,41.4022,2.1504
Rental unit in Barcelona,,,1 bed,1 bedroom,204662752,Tania & Gonzalo,Ciutat Vella,el Barri Gòtic,Private room,27.0,31,1,2023-08-31,0.28,35,67,1,,41.3827,2.1784
Home in Barcelona,,,3 beds,1 bedroom,212838475,Joseph,Sarrià-Sant Gervasi,Sarrià,Private room,30.0,100,0,,,2,0,0,,41.3969,2.1101
Rental unit in Barcelona,4.54,1 bath,3 beds,2 bedrooms,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,66.0,31,36,2023-10-30,0.73,20,0,14,HUTB-011280,41.3959,2.1756
Hostel in Barcelona,,,4 beds,1 bedroom,41807465,Casa-Barcelo-Hostel,Eixample,l'Antiga Esquerra de l'Eixample,Private room,140.0,1,0,,,18,0,0,HUTB-601602,41.3924,2.1548
Rental unit in Barcelona,,,4 beds,3 bedrooms,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,90.0,1,0,,,174,323,0,HUTB-006864,41.4073,2.1802
Rental unit in Barcelona,4.71,1 bath,3 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,72.0,31,59,2023-11-21,1.23,20,341,11,HUTB-011289,41.3978,2.1752
Rental unit in Barcelona,,,,1 bedroom,309223753,Olivia Rose,Eixample,el Fort Pienc,Private room,,2,0,,,1,0,0,Exempt,41.4004,2.1833
Rental unit in Barcelona,1,,14 beds,11 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,640.0,1,0,,,174,365,0,HUTB-003806,41.3844,2.1812
Rental unit in Barcelona,,,8 beds,Studio,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,320.0,1,0,,,174,323,0,HUTB-006889,41.4057,2.1825
Rental unit in Barcelona,1,,20 beds,10 bedrooms,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,550.0,1,0,,,174,323,0,HUTB-001919,41.4018,2.1714
Rental unit in Barcelona,4.75,2.5 baths,2 beds,2 bedrooms,307825391,Pedro,Sant Martí,el Poblenou,Entire home/apt,120.0,31,4,2023-09-14,0.1,1,135,2,,41.3965,2.2
Rental unit in Barcelona,,,3 beds,1 bedroom,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,100.0,1,0,,,174,332,0,HUTB-001914,41.4026,2.1727
Rental unit in Barcelona,,,4 beds,3 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,93.0,1,0,,,174,363,0,HUTB-003810,41.3828,2.18
Rental unit in Barcelona,,,5 beds,2 bedrooms,1447144,Acomodis Apartments,Eixample,la Sagrada Família,Entire home/apt,101.0,1,0,,,174,323,0,HUTB-001921,41.4033,2.1708
Rental unit in Barcelona,4.20,1 bath,1 bed,1 bedroom,187494825,Rodolfo Y Maria Luisa,Sants-Montjuïc,Sants - Badal,Entire home/apt,33.0,32,15,2023-11-25,0.32,12,349,5,Exempt,41.3763,2.1251
Rental unit in Barcelona,5.0,1 shared bath,1 bed,1 bedroom,192427646,Laura,Gràcia,la Salut,Private room,,1,3,2020-03-12,0.06,1,0,0,Exempt,41.4101,2.1489
Loft in Barcelona,4.80,1 bath,2 beds,1 bedroom,310503827,Carlos,Ciutat Vella,el Barri Gòtic,Entire home/apt,54.0,31,25,2023-10-08,0.79,1,111,4,Exempt,41.3822,2.1771
Rental unit in Barcelona,4.71,1 bath,2 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,98.0,1,59,2023-11-23,1.25,20,260,24,HUTB-011275,41.3965,2.1769
Rental unit in Barcelona,1,,18 beds,12 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,el Barri Gòtic,Entire home/apt,640.0,1,0,,,174,357,0,HUTB-003801,41.3825,2.1805
Condo in Barcelona,,,1 bed,1 bedroom,309478375,Laura Violeta,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,80.0,7,1,2023-11-05,0.75,1,58,1,,41.3883,2.1732
Rental unit in Barcelona,4.91,2 baths,3 beds,2 bedrooms,45069320,Gonzalo,Eixample,la Sagrada Família,Entire home/apt,159.0,1,121,2023-11-27,2.51,1,322,76,HUTB-012665,41.4034,2.1822
Rental unit in Barcelona,,,,1 bedroom,309219330,Anaïs,Sants-Montjuïc,la Bordeta,Private room,,1,1,2020-03-04,0.02,1,0,0,Exempt,41.3721,2.1394
Condo in Barcelona,4.65,1 bath,3 beds,3 bedrooms,259541772,Jadisa,Sants-Montjuïc,el Poble Sec,Entire home/apt,126.0,3,51,2023-11-17,1.05,2,7,23,HUTB-008408,41.3746,2.1676
Rental unit in Barcelona,,,,1 bedroom,309574330,Rafael,Ciutat Vella,el Raval,Private room,450.0,30,0,,,1,0,0,,41.3816,2.1635
Condo in Barcelona,4.42,2 baths,4 beds,3 bedrooms,10380563,Tendency Apartments,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,134.0,1,76,2023-11-23,1.57,42,22,36,HUTB-010861,41.38,2.1464
Rental unit in Barcelona,4.22,1 bath,2 beds,2 bedrooms,309586865,Antonio Y Yanina,Ciutat Vella,el Raval,Entire home/apt,56.0,30,9,2023-10-31,0.2,1,241,2,Exempt,41.3786,2.1715
Rental unit in Barcelona,,,2 beds,1 bedroom,310659402,Youssef,Sants-Montjuïc,Sants,Private room,,2,0,,,1,0,0,Exempt,41.3828,2.1422
Rental unit in Barcelona,3.33,1 bath,4 beds,3 bedrooms,265193861,BeBarceloner,Sant Andreu,Sant Andreu,Entire home/apt,83.0,32,3,2023-11-12,0.18,148,235,2,,41.4298,2.1834
Rental unit in Barcelona,,,3 beds,3 bedrooms,278145504,Yolanda,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,93.0,32,1,2023-04-29,0.13,1,196,1,,41.4111,2.186
Home in Barcelona,,,1 bed,1 bedroom,310458278,Aurora,Sant Martí,Sant Martí de Provençals,Private room,,3,2,2020-08-29,0.04,1,0,0,Hutb-672879,41.4176,2.1968
Rental unit in Barcelona,4.48,1 bath,2 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,el Fort Pienc,Entire home/apt,57.0,31,29,2023-09-26,0.61,20,332,8,HUTB-011290,41.3978,2.1765
Rental unit in Barcelona,4.78,1 bath,3 beds,1 bedroom,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,101.0,1,72,2023-11-19,1.51,20,308,39,HUTB-011288,41.3965,2.175
Hostel in Barcelona,4.50,1 shared bath,1 bed,1 bedroom,285584271,Casa Lolita,Eixample,la Dreta de l'Eixample,Private room,99.0,1,24,2023-10-03,0.5,6,81,5,HUTB-053989,41.3926,2.1714
Rental unit in Barcelona,,,2 beds,2 bedrooms,271226374,Jamica,Eixample,la Nova Esquerra de l'Eixample,Entire home/apt,66.0,32,2,2023-09-27,0.32,47,273,2,,41.3867,2.1509
Serviced apartment in Barcelona,4.89,2 baths,7 beds,4 bedrooms,302714385,Eric,Eixample,Sant Antoni,Entire home/apt,280.0,1,54,2023-12-10,1.9,5,257,34,HUTB-003592,41.3789,2.1547
Rental unit in Barcelona,3.33,2 baths,2 beds,2 bedrooms,1310304,Luis,Ciutat Vella,el Raval,Entire home/apt,57.0,32,3,2023-09-03,0.07,43,109,2,,41.3846,2.1694
Rental unit in Barcelona,4.50,6 baths,15 beds,6 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,675.0,1,8,2023-10-01,0.33,174,320,5,HUTB-002592,41.3737,2.1696
Serviced apartment in Barcelona,4.83,2 baths,5 beds,3 bedrooms,302714385,Eric,Eixample,Sant Antoni,Entire home/apt,236.0,1,138,2023-12-06,2.92,5,313,44,HUTB-003594,41.3789,2.1547
Rental unit in Barcelona,4.92,1.5 shared baths,1 bed,1 bedroom,294556960,Lola,Ciutat Vella,el Raval,Private room,84.0,3,26,2023-10-28,0.93,1,344,15,Exempt,41.3797,2.1655
Rental unit in Barcelona,,,,1 bedroom,309726877,Raul,Nou Barris,la Guineueta,Private room,,1,1,2019-11-25,0.02,1,0,0,Exempt,41.4354,2.1709
Rental unit in Barcelona,,,3 beds,2 bedrooms,22076771,Luis,Horta-Guinardó,el Carmel,Entire home/apt,55.0,31,0,,,18,0,0,,41.4192,2.1585
Rental unit in Barcelona,4.40,1.5 shared baths,1 bed,1 bedroom,270711423,Elzabeth,Sants-Montjuïc,Sants,Private room,,2,5,2022-12-28,0.1,1,0,1,Exempt,41.3756,2.137
Rental unit in Barcelona,5.0,1.5 baths,1 bed,1 bedroom,1461250,Silvia,Nou Barris,la Guineueta,Private room,21.0,60,3,2023-07-08,0.06,1,330,1,Exempt,41.4357,2.17
Rental unit in Barcelona,,,1 bed,1 bedroom,311207838,Candela,Ciutat Vella,el Raval,Private room,,1,2,2020-02-24,0.04,1,0,0,Exempt,41.3842,2.1668
Home in Barcelona,,,3 beds,2 bedrooms,212838475,Joseph,Les Corts,Pedralbes,Private room,40.0,100,0,,,2,0,0,,41.3955,2.1122
Rental unit in Barcelona,,,1 bed,1 bedroom,9670576,Jade,Gràcia,la Vila de Gràcia,Private room,,5,0,,,3,0,0,Exempt,41.407,2.1518
Rental unit in Barcelona,4.75,1 private bath,1 bed,1 bedroom,311326522,Elisabeth,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,,1,4,2020-03-01,0.08,1,0,0,Exempt,41.3841,2.1814
Rental unit in Barcelona,,,,1 bedroom,310224061,Andre,Eixample,la Dreta de l'Eixample,Private room,,2,0,,,1,0,0,Exempt,41.3924,2.1743
Home in Barcelona,4.86,1.5 baths,4 beds,4 bedrooms,5474409,Albert,Ciutat Vella,la Barceloneta,Entire home/apt,253.0,3,43,2023-12-11,3.73,1,250,43,HUTB-066333,41.3789,2.1902
Rental unit in Barcelona,4.33,1 bath,2 beds,1 bedroom,265193861,BeBarceloner,Sant Andreu,Sant Andreu,Entire home/apt,57.0,32,3,2023-08-06,0.07,148,357,1,,41.4307,2.1836
Rental unit in Barcelona,,,5 beds,2 bedrooms,1447144,Acomodis Apartments,Sants-Montjuïc,el Poble Sec,Entire home/apt,175.0,1,0,,,174,323,0,HUTB-002597,41.3741,2.168
Rental unit in Barcelona,,,1 bed,1 bedroom,316505310,Blai,Sants-Montjuïc,el Poble Sec,Private room,,20,0,,,1,0,0,Exempt,41.3746,2.165
Rental unit in Barcelona,,,1 bed,1 bedroom,18338061,Robert,Sarrià-Sant Gervasi,el Putxet i el Farró,Private room,,4,2,2020-01-13,0.04,1,0,0,Exempt,41.4093,2.1454
Rental unit in Barcelona,,,2 beds,2 bedrooms,311777228,Daniela,Sant Martí,el Poblenou,Entire home/apt,,32,1,2020-03-04,0.02,1,0,0,,41.4018,2.205
Rental unit in Barcelona,4.33,1 bath,3 beds,3 bedrooms,313569553,Omar,Horta-Guinardó,el Baix Guinardó,Entire home/apt,75.0,60,3,2023-04-27,0.07,1,289,1,,41.4117,2.1716
Rental unit in Barcelona,,,1 bed,1 bedroom,265193861,BeBarceloner,Sant Andreu,Sant Andreu,Entire home/apt,54.0,32,0,,,148,360,0,,41.4306,2.1879
Rental unit in Barcelona,4.74,1 bath,2 beds,2 bedrooms,313101920,Alba,Sants-Montjuïc,la Bordeta,Entire home/apt,102.0,28,19,2023-10-20,0.47,4,166,4,Exempt,41.3725,2.139
Rental unit in Barcelona,4.67,1 bath,2 beds,1 bedroom,6907539,Jud,Ciutat Vella,el Raval,Entire home/apt,68.0,32,6,2023-04-29,0.13,17,300,2,,41.3816,2.1645
Rental unit in Barcelona,4.56,1 bath,3 beds,2 bedrooms,301610993,Pol & Alvaro,Eixample,la Dreta de l'Eixample,Entire home/apt,68.0,31,32,2023-05-18,0.65,20,330,4,HUTB-011291,41.3963,2.1753
Rental unit in Barcelona,,,1 bed,1 bedroom,312018919,Yasho,Ciutat Vella,la Barceloneta,Private room,,2,1,2019-12-14,0.02,1,0,0,Exempt,41.3816,2.1928
Hostel in Barcelona,4.75,0 shared baths,2 beds,1 bedroom,308681334,Sant Jordi Hostels,Gràcia,la Vila de Gràcia,Shared room,31.0,1,4,2022-10-24,0.2,8,344,0,AJ000535,41.4033,2.1583
Hostel in Barcelona,4.60,0 shared baths,3 beds,1 bedroom,308681334,Sant Jordi Hostels,Gràcia,la Vila de Gràcia,Shared room,25.0,1,5,2023-10-12,0.25,8,337,2,AJ000535,41.4033,2.1583
Hostel in Barcelona,5.0,0 shared baths,4 beds,1 bedroom,308681334,Sant Jordi Hostels,Gràcia,la Vila de Gràcia,Shared room,20.0,1,3,2023-05-26,0.11,8,353,1,AJ000535,41.4033,2.1583
Condo in Barcelona,4.50,1 bath,1 bed,1 bedroom,253465692,Josep,Gràcia,la Vila de Gràcia,Entire home/apt,81.0,32,6,2023-02-28,0.24,28,328,1,,41.3982,2.1543
Condo in Barcelona,5.0,1 bath,2 beds,1 bedroom,253465692,Josep,Gràcia,la Vila de Gràcia,Entire home/apt,81.0,32,7,2023-11-28,0.25,28,204,4,,41.3982,2.1543
Hostel in Barcelona,3.80,1 private bath,2 beds,1 bedroom,308112110,Barcelona Urbany Hostel,Sant Martí,el Camp de l'Arpa del Clot,Private room,30.0,1,5,2022-12-10,0.11,2,111,0,AJ-000491,41.4081,2.186
Rental unit in Barcelona,,,1 bed,1 bedroom,49554417,Pablo,Eixample,la Nova Esquerra de l'Eixample,Private room,,1,0,,,2,0,0,Exempt,41.3828,2.1463
Hotel in Barcelona,4.0,1 bath,2 beds,1 bedroom,294462605,Hotel Oasis,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,107.0,1,5,2021-07-23,0.11,7,360,0,HB-002279,41.384,2.1858
Condo in Barcelona,4.86,1 bath,2 beds,2 bedrooms,9822728,Lodging Team,Eixample,la Sagrada Família,Entire home/apt,89.0,35,7,2023-10-09,0.15,23,244,2,,41.4044,2.1802
Hotel in Barcelona,4.13,1 bath,2 beds,1 bedroom,294462605,Hotel Oasis,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Private room,128.0,1,8,2023-04-24,0.17,7,365,1,HB-002279,41.3837,2.1842
Hotel in Barcelona,4.44,1 bath,3 beds,1 bedroom,178753871,Hotel El Call,Ciutat Vella,el Barri Gòtic,Private room,93.0,1,131,2023-12-06,2.75,3,316,54,HB-112249,41.3831,2.1752
Rental unit in Barcelona,4.81,1 shared bath,1 bed,1 bedroom,314125750,Ananke,Sants-Montjuïc,el Poble Sec,Private room,36.0,1,43,2023-12-09,3.32,1,18,36,Exempt,41.3672,2.1437
Rental unit in Barcelona,4.72,1 bath,3 beds,2 bedrooms,174751009,Albert,Eixample,la Sagrada Família,Entire home/apt,90.0,1,121,2023-11-05,2.5,20,307,40,HUTB-011312,41.4043,2.1726
Hotel in Barcelona,,,2 beds,1 bedroom,294462605,Hotel Oasis,Ciutat Vella,la Barceloneta,Private room,159.0,1,1,2022-10-16,0.07,7,353,0,HB-002279,41.3817,2.1857
Hotel in Barcelona,,,1 bed,1 bedroom,294462605,Hotel Oasis,Ciutat Vella,la Barceloneta,Private room,102.0,1,1,2021-11-12,0.04,7,352,0,HB-002279,41.3822,2.1858
Rental unit in Barcelona,,,3 beds,3 bedrooms,33643342,Cris,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,Entire home/apt,130.0,31,0,,,1,365,0,,41.396,2.1447
Hostel in Barcelona,4.51,1 shared bath,8 beds,1 bedroom,310644647,Lfdg Hostels,Eixample,la Dreta de l'Eixample,Shared room,20.0,1,79,2023-11-27,3.47,8,310,29,AJ000516,41.3963,2.164
Hostel in Barcelona,4.50,1 shared bath,6 beds,1 bedroom,310644647,Lfdg Hostels,Eixample,la Dreta de l'Eixample,Shared room,21.0,1,50,2023-12-03,2.29,8,348,41,AJ000516,41.3963,2.164
Hostel in Barcelona,4.55,1 shared bath,10 beds,1 bedroom,310644647,Lfdg Hostels,Eixample,la Dreta de l'Eixample,Shared room,16.0,1,248,2023-12-12,10.97,8,325,160,AJ000516,41.3966,2.163
Hostel in Barcelona,4.45,1 shared bath,12 beds,1 bedroom,310644647,Lfdg Hostels,Eixample,la Dreta de l'Eixample,Shared room,15.0,1,159,2023-12-11,7.04,8,321,89,AJ000516,41.3963,2.164
Hostel in Barcelona,4.24,1 shared bath,1 bed,1 bedroom,308112110,Barcelona Urbany Hostel,Sant Martí,el Clot,Shared room,30.0,1,292,2023-11-27,6.2,2,0,126,AJ-000491,41.4065,2.1853
Rental unit in Barcelona,4.42,1 bath,3 beds,2 bedrooms,312195720,Sant Pau RAMBLAS,Ciutat Vella,el Raval,Entire home/apt,146.0,3,55,2023-12-03,1.15,4,109,13,HUTB-050002,41.3785,2.1708
Rental unit in Barcelona,,,11 beds,7 bedrooms,1447144,Acomodis Apartments,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera",Entire home/apt,320.0,1,0,,,174,358,0,HUTB-003800,41.3831,2.1811
Rental unit in Barcelona,,,1 bed,1 bedroom,94273952,Thaís,Ciutat Vella,el Barri Gòtic,Private room,,3,0,,,1,0,0,Exempt,41.385,2.1732
Rental unit in Barcelona,4.50,1.5 baths,3 beds,2 bedrooms,2819397,Leslie Maria Ella And Arthur,Eixample,la Sagrada Família,Entire home/apt,350.0,28,4,2022-12-17,0.08,47,103,1,HUTB-002111,41.4026,2.1712
Rental unit in Barcelona,4.67,1 shared bath,1 bed,1 bedroom,312233433,Gemma,Sant Martí,el Poblenou,Private room,33.0,33,3,2023-10-01,0.17,1,165,2,Exempt,41.4032,2.1972
Hotel in Barcelona,4.31,1 private bath,1 bed,1 bedroom,216706365,Hotel,Ciutat Vella,el Raval,Private room,83.0,2,91,2023-11-23,1.89,4,317,14,HUTB-225302,41.3832,2.1705
Rental unit in Barcelona,,,,1 bedroom,312264458,Maria,Eixample,la Nova Esquerra de l'Eixample,Private room,,2,1,2019-12-07,0.02,1,0,0,Exempt,41.3808,2.149
Hotel in Barcelona,4.35,1 private bath,2 beds,1 bedroom,216706365,Hotel,Ciutat Vella,el Raval,Private room,73.0,2,37,2023-11-23,0.78,4,121,6,HUTB-225302,41.3811,2.1689
Hotel in Barcelona,4.46,1 private bath,2 beds,1 bedroom,216706365,Hotel,Ciutat Vella,el Raval,Private room,83.0,2,46,2023-10-30,0.99,4,324,6,HUTB-225302,41.381,2.169
Rental unit in Barcelona,4.82,,,1 bedroom,17469787,Cristina,Nou Barris,Vilapicina i la Torre Llobeta,Private room,25.0,32,21,2023-09-25,0.43,3,0,3,Exempt,41.4285,2.1776
Hotel in Barcelona,4.47,1 private bath,1 bed,1 bedroom,216706365,Hotel,Ciutat Vella,el Raval,Private room,55.0,2,103,2023-11-28,2.2,4,317,45,HUTB-225302,41.3819,2.1689
Serviced apartment in Barcelona,4.74,1 bath,4 beds,2 bedrooms,5878688,Yaiza,Gràcia,la Vila de Gràcia,Entire home/apt,132.0,1,114,2023-11-15,2.37,16,243,32,HUTB-001210,41.4024,2.1584
Serviced apartment in Barcelona,4.40,1 bath,4 beds,2 bedrooms,5878688,Yaiza,Gràcia,la Vila de Gràcia,Entire home/apt,115.0,1,30,2023-12-04,0.63,16,249,10,HUTB-001211,41.4042,2.1583
Rental unit in Barcelona,4.78,2 baths,2 beds,2 bedrooms,263406860,Enrique,Eixample,la Dreta de l'Eixample,Entire home/apt,129.0,3,45,2023-11-28,0.92,23,319,10,HUTB-010417,41.3934,2.1745
Rental unit in Barcelona,,,2 beds,3 bedrooms,73094500,Germán,Ciutat Vella,el Barri Gòtic,Private room,,30,0,,,1,0,0,,41.3806,2.1752
Rental unit in Barcelona,5.0,1 bath,3 beds,3 bedrooms,5264883,Unique,Sant Martí,el Poblenou,Entire home/apt,66.0,32,5,2023-04-29,0.11,41,21,2,,41.3986,2.1965
Rental unit in Barcelona,4.84,1 bath,3 beds,2 bedrooms,9210797,Whitney,Sants-Montjuïc,el Poble Sec,Entire home/apt,97.0,5,97,2023-11-24,2.05,1,100,45,HUTB-009849,41.3736,2.1666
Rental unit in Barcelona,4.25,1 bath,3 beds,2 bedrooms,2819397,Leslie Maria Ella And Arthur,Sant Martí,el Camp de l'Arpa del Clot,Entire home/apt,350.0,28,4,2023-03-04,0.08,47,32,2,HUTB-008047,41.4063,2.1832
Rental unit in Barcelona,4.58,2 baths,3 beds,2 bedrooms,178392708,Enjoy Apartments,Eixample,la Dreta de l'Eixample,Entire home/apt,133.0,1,86,2023-12-02,1.79,12,353,35,HUTB-004355,41.3944,2.1702
Rental unit in Barcelona,4.16,1 bath,3 beds,2 bedrooms,35712072,Bcn Mad,Horta-Guinardó,el Guinardó,Entire home/apt,65.0,2,67,2023-11-24,1.57,18,355,42,HUTB-003855,41.4194,2.1754
Rental unit in BARCELONA,4.13,1 bath,2 beds,1 bedroom,4459553,AB Apartment Barcelona,Gràcia,la Vila de Gràcia,Entire home/apt,78.0,3,15,2023-09-22,0.32,179,319,6,HUTB-002329,41.406,2.1541
Rental unit in BARCELONA,4.27,2 baths,4 beds,2 bedrooms,4459553,AB Apartment Barcelona,Gràcia,la Vila de Gràcia,Entire home/apt,45.0,3,15,2023-10-28,0.32,179,351,8,HUTB-002330,41.4082,2.154
Rental unit in BARCELONA,4.22,1 bath,4 beds,2 bedrooms,4459553,AB Apartment Barcelona,Gràcia,la Vila de Gràcia,Entire home/apt,97.0,3,41,2023-12-02,0.87,179,349,17,HUTB-002332,41.4079,2.153
Rental unit in BARCELONA,4.29,1 bath,3 beds,1 bedroom,4459553,AB Apartment Barcelona,Gràcia,la Vila de Gràcia,Entire home/apt,85.0,3,42,2023-10-25,0.95,179,334,21,HUTB-002333,41.4078,2.1528
