Ramas de actividad,Año,Total,Código
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,5575536,41
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5122448,41
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5422919,41
- De las cuales: Industria manufacturera,2021,3332648,41
- De las cuales: Industria manufacturera,2020,3221391,41
- De las cuales: Industria manufacturera,2019,3448057,41
Construcción,2021,2056824,41
Construcción,2020,1851607,41
Construcción,2019,2095895,41
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,8375772,41
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,7158830,41
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,9082735,41
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,8537199,41
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,8078595,41
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,8459259,41
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,10157146,41
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,9737903,41
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,9955652,41
añadido bruto total,2021,36784601,41
añadido bruto total,2020,33788987,41
añadido bruto total,2019,36766420,41
netos sobre los productos,2021,3873109,41
netos sobre los productos,2020,3240425,41
netos sobre los productos,2019,3772076,41
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,40657710,41
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,37029412,41
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,40538496,41
"Agricultura, ganadería, silvicultura y pesca",2021,226938,42
"Agricultura, ganadería, silvicultura y pesca",2020,179112,42
"Agricultura, ganadería, silvicultura y pesca",2019,149364,42
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,591689,42
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,506830,42
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,613662,42
- De las cuales: Industria manufacturera,2021,472628,42
- De las cuales: Industria manufacturera,2020,397766,42
- De las cuales: Industria manufacturera,2019,461970,42
Construcción,2021,138512,42
Construcción,2020,126818,42
Construcción,2019,150055,42
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,427380,42
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,380484,42
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,457650,42
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,362182,42
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,345380,42
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,348982,42
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,543704,42
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,546562,42
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,569989,42
añadido bruto total,2021,2290405,42
añadido bruto total,2020,2085186,42
añadido bruto total,2019,2289702,42
netos sobre los productos,2021,241160,42
netos sobre los productos,2020,199973,42
netos sobre los productos,2019,234913,42
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,2531565,42
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,2285159,42
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,2524615,42
"Agricultura, ganadería, silvicultura y pesca",2021,304144,43
"Agricultura, ganadería, silvicultura y pesca",2020,285126,43
"Agricultura, ganadería, silvicultura y pesca",2019,275092,43
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6058988,43
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,4623638,43
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,5643209,43
- De las cuales: Industria manufacturera,2021,4432889,43
- De las cuales: Industria manufacturera,2020,3073306,43
- De las cuales: Industria manufacturera,2019,3931959,43
Construcción,2021,1137251,43
Construcción,2020,1034332,43
Construcción,2019,1257329,43
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,4775156,43
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4051876,43
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5363353,43
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5643875,43
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5373009,43
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5500715,43
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,4175538,43
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,4148766,43
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,4311176,43
añadido bruto total,2021,22094952,43
añadido bruto total,2020,19516747,43
añadido bruto total,2019,22350874,43
netos sobre los productos,2021,2326412,43
netos sobre los productos,2020,1871691,43
netos sobre los productos,2019,2293103,43
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,24421364,43
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,21388438,43
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,24643977,43
"Agricultura, ganadería, silvicultura y pesca",2021,240062,44
"Agricultura, ganadería, silvicultura y pesca",2020,209804,44
"Agricultura, ganadería, silvicultura y pesca",2019,202928,44
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,514273,44
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,364567,44
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,477488,44
- De las cuales: Industria manufacturera,2021,290373,44
- De las cuales: Industria manufacturera,2020,272103,44
- De las cuales: Industria manufacturera,2019,311877,44
Construcción,2021,235976,44
Construcción,2020,229192,44
Construcción,2019,263793,44
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,688024,44
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,605303,44
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,716500,44
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,551729,44
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,534414,44
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,537641,44
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,900412,44
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,884245,44
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,880545,44
añadido bruto total,2021,3130476,44
añadido bruto total,2020,2827525,44
añadido bruto total,2019,3078895,44
netos sobre los productos,2021,329613,44
netos sobre los productos,2020,271165,44
netos sobre los productos,2019,315881,44
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3460089,44
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3098690,44
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3394776,44
"Agricultura, ganadería, silvicultura y pesca",2021,728117,45
"Agricultura, ganadería, silvicultura y pesca",2020,801305,45
"Agricultura, ganadería, silvicultura y pesca",2019,701934,45
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,2569685,45
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,2356947,45
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,2581305,45
- De las cuales: Industria manufacturera,2021,2074329,45
- De las cuales: Industria manufacturera,2020,1911627,45
- De las cuales: Industria manufacturera,2019,2110331,45
Construcción,2021,897664,45
Construcción,2020,815358,45
Construcción,2019,915925,45
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2331401,45
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,1944149,45
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2387686,45
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2364247,45
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2264575,45
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2264943,45
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3104673,45
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,2997672,45
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3095945,45
añadido bruto total,2021,11995787,45
añadido bruto total,2020,11180006,45
añadido bruto total,2019,11947738,45
netos sobre los productos,2021,1263055,45
netos sobre los productos,2020,1072182,45
netos sobre los productos,2019,1225786,45
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,13258842,45
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,12252188,45
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,13173524,45
"Agricultura, ganadería, silvicultura y pesca",2021,1216902,46
"Agricultura, ganadería, silvicultura y pesca",2020,1284395,46
"Agricultura, ganadería, silvicultura y pesca",2019,1164377,46
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,11624507,46
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,10606333,46
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,11315325,46
- De las cuales: Industria manufacturera,2021,8488474,46
- De las cuales: Industria manufacturera,2020,7838058,46
- De las cuales: Industria manufacturera,2019,8396005,46
Construcción,2021,3179743,46
Construcción,2020,3130198,46
Construcción,2019,3561297,46
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,13611449,46
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,11712754,46
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,14663218,46
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,13769682,46
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,12974034,46
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,13130021,46
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,12158250,46
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,11891038,46
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,12539573,46
añadido bruto total,2021,55560533,46
añadido bruto total,2020,51598752,46
añadido bruto total,2019,56373811,46
netos sobre los productos,2021,5850056,46
netos sobre los productos,2020,4948414,46
netos sobre los productos,2019,5783707,46
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,61410589,46
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,56547166,46
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,62157518,46
"Agricultura, ganadería, silvicultura y pesca",2021,552661,47
"Agricultura, ganadería, silvicultura y pesca",2020,526934,47
"Agricultura, ganadería, silvicultura y pesca",2019,435167,47
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,3213771,47
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,3004600,47
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,3208945,47
- De las cuales: Industria manufacturera,2021,2592996,47
- De las cuales: Industria manufacturera,2020,2468979,47
- De las cuales: Industria manufacturera,2019,2778463,47
Construcción,2021,656713,47
Construcción,2020,709282,47
Construcción,2019,721013,47
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,2448567,47
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,2170702,47
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,2675110,47
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,2781737,47
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,2670005,47
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,2748889,47
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,3278787,47
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,3274887,47
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,3484225,47
añadido bruto total,2021,12932236,47
añadido bruto total,2020,12356410,47
añadido bruto total,2019,13273349,47
netos sobre los productos,2021,1361656,47
netos sobre los productos,2020,1185001,47
netos sobre los productos,2019,1361788,47
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,14293892,47
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,13541411,47
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,14635137,47
"Agricultura, ganadería, silvicultura y pesca",2021,324073,49
"Agricultura, ganadería, silvicultura y pesca",2020,294975,49
"Agricultura, ganadería, silvicultura y pesca",2019,259587,49
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,375372,49
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,231794,49
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,251556,49
- De las cuales: Industria manufacturera,2021,144241,49
- De las cuales: Industria manufacturera,2020,146061,49
- De las cuales: Industria manufacturera,2019,154996,49
Construcción,2021,207739,49
Construcción,2020,241266,49
Construcción,2019,310611,49
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,694504,49
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,576069,49
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,723264,49
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,703946,49
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,680737,49
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,693019,49
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,935387,49
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,919471,49
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,949416,49
añadido bruto total,2021,3241021,49
añadido bruto total,2020,2944312,49
añadido bruto total,2019,3187453,49
netos sobre los productos,2021,341252,49
netos sobre los productos,2020,282365,49
netos sobre los productos,2019,327019,49
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,3582273,49
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,3226677,49
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,3514472,49
"Agricultura, ganadería, silvicultura y pesca",2021,1038888,50
"Agricultura, ganadería, silvicultura y pesca",2020,1054152,50
"Agricultura, ganadería, silvicultura y pesca",2019,1082392,50
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,6032878,50
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,5694921,50
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,6006300,50
- De las cuales: Industria manufacturera,2021,5008856,50
- De las cuales: Industria manufacturera,2020,4657798,50
- De las cuales: Industria manufacturera,2019,5020174,50
Construcción,2021,1284516,50
Construcción,2020,1240501,50
Construcción,2019,1535687,50
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,5500071,50
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,4812635,50
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,5695817,50
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,5652200,50
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,5416895,50
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,5444309,50
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,5730936,50
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,5638678,50
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,5771233,50
añadido bruto total,2021,25239489,50
añadido bruto total,2020,23857782,50
añadido bruto total,2019,25535738,50
netos sobre los productos,2021,2657505,50
netos sobre los productos,2020,2288004,50
netos sobre los productos,2019,2619856,50
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,27896994,50
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,26145786,50
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,28155594,50
"Agricultura, ganadería, silvicultura y pesca",2021,1748,51
"Agricultura, ganadería, silvicultura y pesca",2020,1478,51
"Agricultura, ganadería, silvicultura y pesca",2019,1517,51
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,96752,51
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,84988,51
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,86879,51
- De las cuales: Industria manufacturera,2021,22099,51
- De las cuales: Industria manufacturera,2020,19841,51
- De las cuales: Industria manufacturera,2019,22250,51
Construcción,2021,73384,51
Construcción,2020,69950,51
Construcción,2019,81969,51
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,315553,51
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2020,275441,51
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2019,340351,51
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2021,268574,51
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2020,259015,51
"Actividades financieras y de seguros, actividades inmobiliarias, actividades profesionales, científicas y técnicas, actividades administrativas y servicios auxiliares",2019,264026,51
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2021,840997,51
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2020,819453,51
"Administración pública y defensa, seguridad social obligatoria, educación, actividades sanitarias y de servicios sociales, actividades artísticas, recreativas y de entretenimiento, reparación de artículos de uso doméstico y otros servicios",2019,835029,51
añadido bruto total,2021,1597008,51
añadido bruto total,2020,1510325,51
añadido bruto total,2019,1609771,51
netos sobre los productos,2021,168151,51
netos sobre los productos,2020,144843,51
netos sobre los productos,2019,165156,51
INTERIOR BRUTO A PRECIOS DE MERCADO,2021,1765159,51
INTERIOR BRUTO A PRECIOS DE MERCADO,2020,1655168,51
INTERIOR BRUTO A PRECIOS DE MERCADO,2019,1774927,51
"Agricultura, ganadería, silvicultura y pesca",2021,946,52
"Agricultura, ganadería, silvicultura y pesca",2020,971,52
"Agricultura, ganadería, silvicultura y pesca",2019,768,52
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2021,68466,52
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2020,58690,52
"Industrias extractivas, industria manufacturera, suministro de energía eléctrica, gas, vapor y aire acondicionado, suministro de agua, actividades de saneamiento, gestión de residuos y descontaminación",2019,64244,52
- De las cuales: Industria manufacturera,2021,14252,52
- De las cuales: Industria manufacturera,2020,12664,52
- De las cuales: Industria manufacturera,2019,14042,52
Construcción,2021,73277,52
Construcción,2020,72557,52
Construcción,2019,84635,52
"Comercio al por mayor y al por menor, reparación de vehículos de motor y motocicletas, transporte y almacenamiento, hostelería, información y comunicaciones",2021,269691,52
