Energía (MWh),Porcentage de Generación Renovable,COD-CCAA,Año,Mes,Tipo de energía
146.433,0.0037508747827499,6,2020,10,3
140.691,0.0045178562592062,6,2020,11,3
74.397,0.0016493731381104,6,2020,12,3
6517.083,0.1845035601698379,6,2020,1,5
5852.967,0.1955588119546413,6,2020,2,5
4479.663,0.1333894703065952,6,2020,3,5
6854.239,0.1520709206176539,6,2020,4,5
7105.815,0.2350556253805157,6,2020,5,5
6914.823,0.2957786051378379,6,2020,6,5
7061.127,0.309941768559306,6,2020,7,5
7036.509,0.3344161228619453,6,2020,8,5
6931.219,0.3296945358436703,6,2020,9,5
7199.104,0.1844047287974319,6,2020,10,5
6458.625,0.2073987631200018,6,2020,11,5
6753.154,0.1497166660634609,6,2020,12,5
3540.5975,0.1002369992646139,6,2020,1,7
3307.7555,0.1105184320732426,6,2020,2,7
3482.363,0.1036931920962103,6,2020,3,7
3051.5825,0.0677036444331343,6,2020,4,7
3264.915,0.1080012126883723,6,2020,5,7
3402.8075,0.1455536397536962,6,2020,6,7
3537.8755,0.155291837891124,6,2020,7,7
3458.1715,0.1643525653447864,6,2020,8,7
3408.465,0.1621290982314071,6,2020,9,7
3436.84,0.0880345037549347,6,2020,10,7
3375.166,0.1083830155373139,6,2020,11,7
3436.9155,0.0761960308030637,6,2020,12,7
33604.108,0.7052287134949982,6,2021,1,1
32883.652,0.6625128420641035,6,2021,2,1
24006.9,0.609806017273938,6,2021,3,1
18199.794,0.5358230308413218,6,2021,4,1
17597.255,0.5365008998843677,6,2021,5,1
13223.311,0.4884147806061601,6,2021,6,1
10065.259,0.4357636696011012,6,2021,7,1
2833.783,0.1967655488106542,6,2021,8,1
5357.63,0.2741105737014285,6,2021,9,1
3268.006,0.1714581875606946,6,2021,10,1
20693.787,0.5494130785394,6,2021,11,1
45093.278,0.668464164464563,6,2021,12,1
4765.84,0.1000177481849243,6,2021,1,2
9074.002,0.1828155477960708,6,2021,2,2
7451.76,0.1892842510811991,6,2021,3,2
5379.714,0.158385015816085,6,2021,4,2
4782.832,0.1458178376113632,6,2021,5,2
3419.318,0.1262955587139026,6,2021,6,2
2328.612,0.1008145453780334,6,2021,7,2
1485.593,0.1031531073318832,6,2021,8,2
4775.46,0.2443252110146135,6,2021,9,2
5284.029,0.2772302239831107,6,2021,10,2
7213.544,0.1915171648485324,6,2021,11,2
12319.492,0.1826245350007127,6,2021,12,2
91.306,0.0019161827748671,6,2021,1,3
113.972,0.0022962143510012,6,2021,2,3
177.811,0.0045166272087398,6,2021,3,3
222.155,0.0065405007010823,6,2021,4,3
244.402,0.0074512696970941,6,2021,5,3
213.546,0.0078875118901251,6,2021,6,3
232.574,0.0100690205481852,6,2021,7,3
233.561,0.0162174585512599,6,2021,8,3
186.219,0.0095274583956164,6,2021,9,3
186.187,0.0097684293013424,6,2021,10,3
88.132,0.0023398749314388,6,2021,11,3
102.61,0.0015210938516314,6,2021,12,3
6093.836,0.1278875821530363,6,2021,1,5
6406.274,0.1290683527115958,6,2021,2,5
4349.544,0.1104839901693993,6,2021,3,5
6798.794,0.2001643758795178,6,2021,4,5
6706.936,0.2044794599763918,6,2021,5,5
6870.407,0.2537646076372269,6,2021,6,5
7134.66,0.3088867979409365,6,2021,7,5
6419.98,0.4457754485976604,6,2021,8,5
6471.388,0.331093389675013,6,2021,9,5
7027.933,0.3687253494877289,6,2021,10,5
6898.387,0.1831498525922865,6,2021,11,5
6829.31,0.1012379051933081,6,2021,12,5
3094.853,0.0649497733921738,6,2021,1,7
1156.839,0.0233070430772286,6,2021,2,7
3382.078,0.0859091142667235,6,2021,3,7
3365.597,0.099087076761993,6,2021,4,7
3468.6225,0.1057505328307832,6,2021,5,7
3347.355,0.1236375411525852,6,2021,6,7
3336.8715,0.1444659665317436,6,2021,7,7
3428.908,0.2380884367085421,6,2021,8,7
2754.8095,0.1409433672133285,6,2021,9,7
3293.9205,0.1728178096671233,6,2021,10,7
2771.411,0.0735800290883421,6,2021,11,7
3113.3435,0.0461523014897847,6,2021,12,7
56524.881,0.0462828508598604,7,2019,1,1
65394.535,0.0744613924209279,7,2019,2,1
68060.45,0.0682606904144673,7,2019,3,1
66665.149,0.05967701596416,7,2019,4,1
64692.345,0.0678031858831627,7,2019,5,1
48251.199,0.0489777370534038,7,2019,6,1
59170.406,0.0615231256283332,7,2019,7,1
51212.644,0.0645549956790911,7,2019,8,1
47172.254,0.0582555409459045,7,2019,9,1
24349.004,0.0310640198559437,7,2019,10,1
24587.189,0.0152324798366716,7,2019,11,1
46057.884,0.0460957771719114,7,2019,12,1
1003724.223,0.8218543355719466,7,2019,1,2
611174.978,0.6959135021712445,7,2019,2,2
654481.477,0.6564070246890865,7,2019,3,2
830498.321,0.7434418478615432,7,2019,4,2
557814.719,0.5846381837096982,7,2019,5,2
593152.913,0.6020842591989168,7,2019,6,2
567609.852,0.5901790201080526,7,2019,7,2
395720.567,0.4988170400421527,7,2019,8,2
504160.387,0.6226146426707015,7,2019,9,2
530463.773,0.6767561078609546,7,2019,10,2
1450603.674,0.898691233682992,7,2019,11,2
824847.26,0.8255258860311896,7,2019,12,2
115653.651,0.0946977788530214,7,2019,1,3
136833.657,0.1558054450615431,7,2019,2,3
179329.581,0.1798571859398101,7,2019,3,3
148760.584,0.1331668477363752,7,2019,4,3
208269.494,0.2182844850573007,7,2019,5,3
210878.814,0.2140541026187899,7,2019,6,3
205256.022,0.2134173631912873,7,2019,7,3
216217.09,0.2725477971942958,7,2019,8,3
178864.707,0.2208895988395151,7,2019,9,3
166911.609,0.2129428183659385,7,2019,10,3
106311.443,0.0658630359047946,7,2019,11,3
96228.184,0.0963073537490714,7,2019,12,3
23995.448,0.0196475909626335,7,2019,1,4
41713.263,0.047496746408555,7,2019,2,4
71915.614,0.0721271966791335,7,2019,3,4
50141.503,0.0448854509422603,7,2019,4,4
99932.783,0.1047382199790525,7,2019,5,4
111991.519,0.1136778211416731,7,2019,6,4
105120.221,0.1092999862576767,7,2019,7,4
107288.293,0.1352399476002853,7,2019,8,4
58392.406,0.0721119071109657,7,2019,9,4
39471.469,0.0503569877749113,7,2019,10,4
9268.323,0.0057419960946841,7,2019,11,4
4738.04,0.004741938124461,7,2019,12,4
21393.916,0.0175174437525376,7,2019,1,5
23117.681,0.0263229139377293,7,2019,2,5
23279.412,0.0233479022775023,7,2019,3,5
21033.68,0.018828837495661,7,2019,4,5
23410.206,0.0245359253707858,7,2019,5,5
20891.508,0.0212060799872161,7,2019,6,5
24602.275,0.0255805048146501,7,2019,7,5
22879.467,0.0288402194841748,7,2019,8,5
21157.323,0.0261283104329131,7,2019,9,5
22637.149,0.0288800661422519,7,2019,10,5
23358.473,0.0144712544808575,7,2019,11,5
27306.579,0.0273290449233663,7,2019,12,5
42837.007,0.0529169322925472,7,2020,1,1
41127.482,0.0581564744596618,7,2020,2,1
74834.96,0.0614132407917351,7,2020,3,1
84727.773,0.0950733461052371,7,2020,4,1
81019.221,0.0761201858946472,7,2020,5,1
76267.721,0.0684524235395555,7,2020,6,1
73644.057,0.068488449201437,7,2020,7,1
70583.172,0.0684145913239537,7,2020,8,1
42371.251,0.0438631769577842,7,2020,9,1
30150.68,0.0270497350287007,7,2020,10,1
33507.403,0.0475031197089893,7,2020,11,1
41917.384,0.0314707033233538,7,2020,12,1
609470.64,0.7528844531826291,7,2020,1,2
428947.467,0.6065548192112067,7,2020,2,2
869059.177,0.7131926107713313,7,2020,3,2
505277.673,0.566973937629375,7,2020,4,2
542464.047,0.5096625663532686,7,2020,5,2
524431.112,0.4706916651665008,7,2020,6,2
459931.195,0.4277327399943992,7,2020,7,2
434294.979,0.4209518028224924,7,2020,8,2
520800.002,0.539137790558518,7,2020,9,2
734994.818,0.6594018799698085,7,2020,10,2
453348.283,0.6427074565347183,7,2020,11,2
1085171.316,0.8147241378624547,7,2020,12,2
124733.244,0.1540840756539731,7,2020,1,3
180871.14,0.2557615327361867,7,2020,2,3
206472.401,0.1694413851421941,7,2020,3,3
232128.58,0.2604723344641341,7,2020,4,3
323756.067,0.3041793256017587,7,2020,5,3
376355.772,0.3377898850091562,7,2020,6,3
389875.803,0.3625817237178414,7,2020,7,3
377898.344,0.3662878846923865,7,2020,8,3
296058.927,0.3064834008543371,7,2020,9,3
264718.507,0.2374926692049152,7,2020,10,3
158155.565,0.2242156080206469,7,2020,11,3
151385.184,0.1136568592452079,7,2020,12,3
9914.829,0.0122478756483893,7,2020,1,4
28077.684,0.0397033572936086,7,2020,2,4
31005.43,0.0254445774867961,7,2020,3,4
29648.088,0.0332682287280527,7,2020,4,4
70197.939,0.0659532404798251,7,2020,5,4
89581.588,0.0804019934347057,7,2020,6,4
106774.165,0.0992992139967024,7,2020,7,4
104192.995,0.1009917940744254,7,2020,8,4
62579.541,0.0647830171646316,7,2020,9,4
44254.685,0.0397031676575326,7,2020,10,4
11889.641,0.0168558285379475,7,2020,11,4
9296.278,0.006979452891178,7,2020,12,4
22558.459,0.0278666632224609,7,2020,1,5
28162.871,0.0398238162993361,7,2020,2,5
37175.678,0.0305081858079433,7,2020,3,5
39401.13,0.0442121530732011,7,2020,4,5
46921.937,0.0440846816705004,7,2020,5,5
47535.038,0.0426640328500817,7,2020,6,5
45051.821,0.0418978730896198,7,2020,7,5
44728.144,0.0433539270867417,7,2020,8,5
44177.103,0.0457326144647289,7,2020,9,5
40519.955,0.0363525481390428,7,2020,10,5
48471.791,0.0687179871976981,7,2020,11,5
44179.225,0.0331688466778054,7,2020,12,5
65930.749,0.0504108067448868,7,2021,1,1
107799.992,0.0918414599340382,7,2021,2,1
72057.474,0.0686717188046474,7,2021,3,1
88528.372,0.0990221871908621,7,2021,4,1
84699.337,0.0673594180822196,7,2021,5,1
74257.308,0.0674817389484813,7,2021,6,1
68318.271,0.0549734262136629,7,2021,7,1
53936.446,0.0506490033521858,7,2021,8,1
51631.927,0.0568129475006624,7,2021,9,1
27011.151,0.0316811583727444,7,2021,10,1
37958.265,0.0326296106083829,7,2021,11,1
58865.234,0.042375826556504,7,2021,12,1
1039601.3,0.7948816147384152,7,2021,1,2
822550.306,0.7007813226204129,7,2021,2,2
615884.455,0.5869459719045039,7,2021,3,2
463462.145,0.518399178040555,7,2021,4,2
619434.686,0.4926220377486835,7,2021,5,2
484890.893,0.4406472782439409,7,2021,6,2
528758.071,0.4254739233813056,7,2021,7,2
451939.404,0.4243935610474012,7,2021,8,2
386811.239,0.4256259235486829,7,2021,9,2
409796.775,0.4806472900549454,7,2021,10,2
801762.851,0.6892098368668055,7,2021,11,2
1059295.771,0.7625644342793961,7,2021,12,2
147622.462,0.1128724838707111,7,2021,1,3
179416.838,0.1528562668044431,7,2021,2,3
279107.051,0.2659926841546844,7,2021,3,3
263484.831,0.2947173168081603,7,2021,4,3
418758.771,0.333029137304646,7,2021,5,3
412116.956,0.3745135608879706,7,2021,6,3
475133.436,0.3823239742936434,7,2021,7,3
421491.823,0.3958017692905815,7,2021,8,3
361543.157,0.3978223086243662,7,2021,9,3
325402.741,0.3816622169320421,7,2021,10,3
255340.98,0.2194957211496074,7,2021,11,3
207826.832,0.1496101041001504,7,2021,12,3
12293.822,0.0093998854009384,7,2021,1,4
21885.85,0.018645905056258,7,2021,2,4
34415.726,0.0327986387412052,7,2021,3,4
38516.129,0.043081683866336,7,2021,4,4
86040.151,0.0684257363557203,7,2021,5,4
86656.674,0.0787497313127975,7,2021,6,4
120940.042,0.0973164042041447,7,2021,7,4
90600.421,0.0850782980202004,7,2021,8,4
60921.652,0.0670348526160881,7,2021,9,4
41716.972,0.0489294957021026,7,2021,10,4
21788.45,0.0187297453995914,7,2021,11,4
10534.448,0.0075835244503829,7,2021,12,4
42421.016,0.0324352092450482,7,2021,1,5
42108.756,0.0358750455848474,7,2021,2,5
47838.781,0.0455909863949589,7,2021,3,5
40034.14,0.0447796340940865,7,2021,4,5
48490.878,0.0385636705087302,7,2021,5,5
42484.133,0.0386076906068095,7,2021,6,5
49601.009,0.0399122719072432,7,2021,7,5
46938.27,0.0440773682896311,7,2021,8,5
47897.663,0.0527039677102003,7,2021,9,5
48665.902,0.0570798389381652,7,2021,10,5
46456.778,0.0399350859756127,7,2021,11,5
52600.684,0.0378661106135665,7,2021,12,5
498000.701,0.2695354577159807,8,2019,1,1
532852.413,0.4072416547087818,8,2019,2,1
525850.947,0.2899545373278027,8,2019,3,1
371615.305,0.2425872217114319,8,2019,4,1
295840.986,0.1897889178334841,8,2019,5,1
194490.28,0.1802045789434856,8,2019,6,1
349848.65,0.3003455633053471,8,2019,7,1
359216.117,0.3312956374714962,8,2019,8,1
399504.226,0.2719088885328088,8,2019,9,1
229935.938,0.1929941914537576,8,2019,10,1
410281.133,0.1763350636114241,8,2019,11,1
1326686.653,0.4893434602218769,8,2019,12,1
1277136.993,0.6912313642993572,8,2019,1,2
685497.884,0.5239035908795417,8,2019,2,2
1176169.894,0.648540806818516,8,2019,3,2
1071785.443,0.699652165532112,8,2019,4,2
1138472.047,0.7303564685381407,8,2019,5,2
763644.114,0.7075529225730001,8,2019,6,2
695703.645,0.5972625681165504,8,2019,7,2
614050.53,0.5663227571051888,8,2019,8,2
964221.211,0.6562641912648227,8,2019,9,2
877171.412,0.7362441421631575,8,2019,10,2
1863694.203,0.8009986553250732,8,2019,11,2
1329337.817,0.490321332247982,8,2019,12,2
46466.023,0.025149042465999,8,2019,1,3
65757.36,0.0502561974804852,8,2019,2,3
89369.758,0.049278539821642,8,2019,3,3
74027.051,0.0483242116025885,8,2019,4,3
102920.847,0.0660261326151596,8,2019,5,3
95087.708,0.0881033251782099,8,2019,6,3
95817.868,0.0822597758750173,8,2019,7,3
92227.992,0.0850594668678411,8,2019,8,3
79396.164,0.0540382837076887,8,2019,9,3
59072.731,0.0495820447011216,8,2019,10,3
30794.852,0.0132353446199642,8,2019,11,3
33319.141,0.0122896418017711,8,2019,12,3
26022.214,0.014084135518663,8,2019,1,5
24335.148,0.0185985569311911,8,2019,2,5
22172.837,0.0122261160320393,8,2019,3,5
14455.465,0.0094364011538675,8,2019,4,5
21555.692,0.0138284810132152,8,2019,5,5
26052.804,0.0241391733053042,8,2019,6,5
23450.273,0.020132092703085,8,2019,7,5
18781.99,0.0173221385554737,8,2019,8,5
26136.091,0.0177886364946796,8,2019,9,5
25233.693,0.0211796216819631,8,2019,10,5
21943.085,0.0094309364435383,8,2019,11,5
21812.787,0.00804556572837,8,2019,12,5
1150910.25,0.4647767381308631,8,2020,1,1
791605.827,0.4172246904364876,8,2020,2,1
549093.805,0.2707668302162797,8,2020,3,1
722562.473,0.4514352639598731,8,2020,4,1
573872.776,0.3741425681800353,8,2020,5,1
414579.573,0.3210661553769484,8,2020,6,1
401794.023,0.2744095327410564,8,2020,7,1
678064.64,0.428118073555623,8,2020,8,1
498813.313,0.3283068085459986,8,2020,9,1
600696.52,0.2836265347767215,8,2020,10,1
860679.118,0.4441913055116135,8,2020,11,1
793402.037,0.2942235785311741,8,2020,12,1
1264624.624,0.5106984734063228,8,2020,1,2
999361.437,0.5267246045505529,8,2020,2,2
1362043.934,0.6716453823850582,8,2020,3,2
778150.173,0.4861647841883921,8,2020,4,2
799915.256,0.521513409805365,8,2020,5,2
705226.295,0.5461540074633143,8,2020,6,2
862085.46,0.5887705011019008,8,2020,7,2
748195.029,0.4723971662338467,8,2020,8,2
865353.853,0.5695548902509209,8,2020,9,2
1384592.364,0.6537529704344368,8,2020,10,2
1000035.773,0.5161124352585786,8,2020,11,2
1806458.153,0.6699032236571826,8,2020,12,2
38982.897,0.0157426208607938,8,2020,1,3
76383.199,0.0402586179514361,8,2020,2,3
89462.673,0.0441154574506364,8,2020,3,3
84007.859,0.0524855793367071,8,2020,4,3
122611.728,0.0799380432761841,8,2020,5,3
125719.417,0.0973618878043983,8,2020,6,3
149627.031,0.1021893838927055,8,2020,7,3
133562.835,0.0843292220913149,8,2020,8,3
114774.156,0.0755415620992469,8,2020,9,3
86940.005,0.0410498338688908,8,2020,10,3
52719.204,0.0272080634472801,8,2020,11,3
42567.867,0.0157857801910068,8,2020,12,3
21746.972,0.0087821676020204,8,2020,1,5
29962.532,0.0157920870615235,8,2020,2,5
27320.824,0.0134723299480256,8,2020,3,5
15868.839,0.0099143725150278,8,2020,4,5
37434.732,0.0244059787384152,8,2020,5,5
45733.747,0.0354179493553389,8,2020,6,5
50706.551,0.0346305822643373,8,2020,7,5
24003.739,0.0151555381192152,8,2020,8,5
40409.785,0.0265967391038337,8,2020,9,5
45684.798,0.0215706609199508,8,2020,10,5
24197.523,0.0124881957825277,8,2020,11,5
54167.644,0.0200874176206364,8,2020,12,5
1156726.799,0.4080999685617893,8,2021,1,1
1448328.696,0.4668487046355222,8,2021,2,1
1206854.01,0.4578788422091416,8,2021,3,1
688403.318,0.4126563925347176,8,2021,4,1
290441.517,0.1796394660684765,8,2021,5,1
437704.852,0.30704791687288,8,2021,6,1
621623.371,0.3659361409128856,8,2021,7,1
890971.875,0.4636017970934266,8,2021,8,1
670404.721,0.4207617930376199,8,2021,9,1
436414.186,0.271740379909345,8,2021,10,1
418506.807,0.2247970285450944,8,2021,11,1
499906.223,0.2367874386618515,8,2021,12,1
1572457.728,0.5547722676748864,8,2021,1,2
1543768.847,0.4976125160463048,8,2021,2,2
1236567.347,0.4691520436328417,8,2021,3,2
803095.193,0.4814072746891566,8,2021,4,2
1117194.048,0.6909898569273757,8,2021,5,2
781909.447,0.5485058385520835,8,2021,6,2
861972.109,0.5074242087046646,8,2021,7,2
800036.86,0.41628533564764,8,2021,8,2
741561.983,0.4654217666459617,8,2021,9,2
983641.903,0.61248060441365,8,2021,10,2
1301057.976,0.6988511586376535,8,2021,11,2
1513642.083,0.7169573319841623,8,2021,12,2
56869.972,0.0200640581729185,8,2021,1,3
66556.204,0.0214534709618551,8,2021,2,3
135179.263,0.0512868366183951,8,2021,3,3
126849.586,0.0760386988042995,8,2021,4,3
167113.864,0.1033607233968551,8,2021,5,3
167295.625,0.1173571024481047,8,2021,6,3
194047.762,0.1142316915543738,8,2021,7,3
177050.785,0.0921253121517465,8,2021,8,3
122419.615,0.0768334337406539,8,2021,9,3
125618.954,0.0782186816534294,8,2021,10,3
87594.565,0.0470506037162261,8,2021,11,3
59680.733,0.0282685976976362,8,2021,12,3
48365.712,0.0170637055904058,8,2021,1,5
43697.575,0.0140853083563177,8,2021,2,5
57149.056,0.0216822775396217,8,2021,3,5
49875.952,0.0298976339718262,8,2021,4,5
42052.955,0.0260099536072925,8,2021,5,5
38616.282,0.0270891421269319,8,2021,6,5
21077.659,0.0124079588280759,8,2021,7,5
53787.808,0.0279875551071869,8,2021,8,5
58925.46,0.0369830065757644,8,2021,9,5
60321.777,0.0375603340235754,8,2021,10,5
54550.345,0.029301209101026,8,2021,11,5
37973.421,0.01798663165635,8,2021,12,5
254632.493,0.3382578107643832,9,2019,1,1
280915.127,0.516400448674331,9,2019,2,1
264679.209,0.4542854274447874,9,2019,3,1
270286.976,0.4435587920712124,9,2019,4,1
438949.715,0.5547087229270825,9,2019,5,1
392444.259,0.548484695224018,9,2019,6,1
276233.133,0.5127857613036476,9,2019,7,1
240480.068,0.5214718567618871,9,2019,8,1
205774.283,0.5045932651705295,9,2019,9,1
213406.628,0.4625149210476277,9,2019,10,1
225881.229,0.3520949458916032,9,2019,11,1
412861.014,0.5467158882346685,9,2019,12,1
445534.857,0.5918555152662414,9,2019,1,2
207713.901,0.3818361539223752,9,2019,2,2
250175.771,0.4293922726097623,9,2019,3,2
279090.639,0.4580061849270266,9,2019,4,2
279622.0,0.3533633972682193,9,2019,5,2
247086.79,0.3453313931827219,9,2019,6,2
187509.829,0.3480841323103763,9,2019,7,2
149956.649,0.3251752747667245,9,2019,8,2
138090.687,0.338621666551848,9,2019,9,2
195757.836,0.4242647986640531,9,2019,10,2
369782.23,0.576402274947452,9,2019,11,2
302556.81,0.4006496363461381,9,2019,12,2
21726.082,0.0288612692246133,9,2019,1,3
31230.84,0.0574110050986191,9,2019,2,3
40875.503,0.070157174122338,9,2019,3,3
35191.025,0.0577507979546444,9,2019,4,3
45676.235,0.0577218873122341,9,2019,5,3
46375.775,0.0648153265930503,9,2019,6,3
45638.895,0.0847218263191919,9,2019,7,3
43242.737,0.0937702261247529,9,2019,8,3
36455.069,0.0893939807761446,9,2019,9,3
28034.752,0.0607595519848138,9,2019,10,3
21830.874,0.0340291242164102,9,2019,11,3
14581.572,0.0193091060127023,9,2019,12,3
5874.725,0.0078040771385087,9,2019,1,4
1035.487,0.0019035142646356,9,2019,2,4
1918.208,0.0032923399782716,9,2019,3,4
1477.3,0.0024243469412555,9,2019,4,4
843.782,0.0010663026302428,9,2019,5,4
4624.362,0.0064630625216396,9,2019,6,4
5060.603,0.0093942574296853,9,2019,7,4
4279.313,0.0092795270490994,9,2019,8,4
3149.447,0.0077229754954924,9,2019,9,4
355.775,0.0007710690505625,9,2019,10,4
190.153,0.0002964031608227,9,2019,11,4
47.08,6.234394419737629e-05,9,2019,12,4
13917.103,0.0184876986338205,9,2019,1,5
12452.348,0.0228908929288414,9,2019,2,5
13688.895,0.0234951039026333,9,2019,3,5
12866.424,0.0211146521825604,9,2019,4,5
13862.238,0.0175179617963558,9,2019,5,5
12126.052,0.0169475123739562,9,2019,6,5
12711.861,0.0235976808780254,9,2019,7,5
10855.451,0.0235396315213853,9,2019,8,5
12213.085,0.0299485453094992,9,2019,9,5
12831.909,0.0278105203837687,9,2019,10,5
14060.319,0.0219166828489483,9,2019,11,5
13826.638,0.0183094126573772,9,2019,12,5
11091.128,0.0147336289724326,9,2019,1,7
10639.2895,0.0195579851111973,9,2019,2,7
11289.9715,0.0193776819422071,9,2019,3,7
10447.6145,0.0171452259233004,9,2019,4,7
12361.7185,0.0156217280658653,9,2019,5,7
12849.0695,0.0179580101046139,9,2019,6,7
11536.793,0.0214163417590734,9,2019,7,7
12342.151,0.0267634837761505,9,2019,8,7
12119.707,0.0297195666964861,9,2019,9,7
11017.9505,0.023879138869174,9,2019,10,7
9790.189,0.0152605689347633,9,2019,11,7
11292.4535,0.0149536128049164,9,2019,12,7
434119.206,0.663721458717251,9,2020,1,1
406285.139,0.5839595175371912,9,2020,2,1
500662.199,0.5985804178848776,9,2020,3,1
613669.748,0.7394649438919824,9,2020,4,1
685757.911,0.7300615866887863,9,2020,5,1
599007.761,0.7126011544605362,9,2020,6,1
387663.473,0.6123043502283294,9,2020,7,1
258781.222,0.5105267170490645,9,2020,8,1
269449.295,0.5270638116799456,9,2020,9,1
328697.622,0.4695141241644054,9,2020,10,1
328941.025,0.640669029257656,9,2020,11,1
322965.905,0.4376575072311753,9,2020,12,1
178517.73,0.2729343611728902,9,2020,1,2
235595.27,0.3386244954513197,9,2020,2,2
286130.731,0.3420914398446237,9,2020,3,2
161111.147,0.1941370674780727,9,2020,4,2
186869.432,0.1989422095482793,9,2020,5,2
176770.227,0.2102922132831114,9,2020,6,2
172086.175,0.27180562757496,9,2020,7,2
171917.919,0.3391617448540257,9,2020,8,2
173345.412,0.3390771298397741,9,2020,9,2
310970.245,0.4441922072145857,9,2020,10,2
134851.803,0.2626470009985974,9,2020,11,2
367808.354,0.4984243997843725,9,2020,12,2
16434.865,0.0251271365580197,9,2020,1,3
27740.567,0.0398719189222624,9,2020,2,3
28960.839,0.0346249250403597,9,2020,3,3
33063.956,0.039841684306698,9,2020,4,3
42802.705,0.0455679915982362,9,2020,5,3
41820.541,0.0497512181595326,9,2020,6,3
46636.543,0.0736612039755175,9,2020,7,3
41982.718,0.0828240126068214,9,2020,8,3
35251.004,0.0689537099504565,9,2020,9,3
30117.976,0.043020740573671,9,2020,10,3
18316.33,0.0356741922375382,9,2020,11,3
16917.896,0.0229257766108663,9,2020,12,3
31.505,4.816774809287519e-05,9,2020,1,4
1114.092,0.0016013005752889,9,2020,2,4
1226.105,0.0014659034469481,9,2020,3,4
1482.45,0.0017863350925238,9,2020,4,4
2686.31,0.0028598601773008,9,2020,5,4
6571.4,0.0078175735462999,9,2020,6,4
10046.567,0.0158682906887138,9,2020,7,4
10316.168,0.0203518606986352,9,2020,8,4
9085.433,0.0177718147221085,9,2020,9,4
5682.275,0.0081166038064196,9,2020,10,4
7080.435,0.0137903608045604,9,2020,11,4
4573.995,0.0061983113969502,9,2020,12,4
13158.289,0.0201176051383986,9,2020,1,5
13172.481,0.0189329978164124,9,2020,2,5
11537.489,0.0137939612791941,9,2020,3,5
13844.861,0.0166828972683158,9,2020,4,5
14437.161,0.0153698798043344,9,2020,5,5
11425.319,0.0135919699869796,9,2020,6,5
11850.395,0.0187173899936248,9,2020,7,5
12464.771,0.0245906506206945,9,2020,8,5
11899.34,0.0232760360233106,9,2020,9,5
12274.596,0.0175331240772162,9,2020,10,5
12825.618,0.0249800894664614,9,2020,11,5
12766.293,0.0172998569956255,9,2020,12,5
11806.765,0.0180512706653475,9,2020,1,7
11834.4105,0.0170097696975253,9,2020,2,7
7898.5705,0.0094433525039967,9,2020,3,7
6711.3275,0.008087071962407,9,2020,4,7
6761.634,0.0071984721830629,9,2020,5,7
4998.059,0.0059458705635399,9,2020,6,7
4839.04,0.0076431375388542,9,2020,7,7
11427.857,0.0225450141707583,9,2020,8,7
12196.599,0.0238574977844043,9,2020,9,7
12337.6565,0.0176232001637017,9,2020,10,7
11418.4185,0.0222393272351864,9,2020,11,7
12909.6685,0.01749414798101,9,2020,12,7
304809.796,0.4067322876096574,9,2021,1,1
281952.551,0.5026822109896987,9,2021,2,1
313921.572,0.5230069430540039,9,2021,3,1
306887.187,0.5735554858245688,9,2021,4,1
424622.167,0.6032719323835264,9,2021,5,1
396508.174,0.6365554378083379,9,2021,6,1
256177.832,0.4587810959571187,9,2021,7,1
240942.055,0.4954176906921663,9,2021,8,1
224538.47,0.5355847781422914,9,2021,9,1
172299.286,0.4739289001903566,9,2021,10,1
141040.659,0.2791354353856557,9,2021,11,1
317869.122,0.4727084417215154,9,2021,12,1
393973.253,0.5257102775322495,9,2021,1,2
231861.484,0.4133768004832581,9,2021,2,2
221698.637,0.3693595367718446,9,2021,3,2
162255.465,0.303246652183515,9,2021,4,2
203431.583,0.2890206252097285,9,2021,5,2
151007.973,0.242428662682663,9,2021,6,2
222029.968,0.3976267238234883,9,2021,7,2
171972.542,0.3536046856581412,9,2021,8,2
130254.146,0.3106912498669988,9,2021,9,2
125566.86,0.3453860154716862,9,2021,10,2
313649.077,0.6207470405161964,9,2021,11,2
306349.158,0.4555769122515722,9,2021,12,2
19291.117,0.025741692855421,9,2021,1,3
19914.449,0.0355046947383767,9,2021,2,3
35125.996,0.0585214315558,9,2021,3,3
33403.295,0.0624289442617439,9,2021,4,3
43464.383,0.0617509973808496,9,2021,5,3
41692.932,0.0669339608186066,9,2021,6,3
46367.863,0.0830387970662876,9,2021,7,3
40925.991,0.0841507720622221,9,2021,8,3
31712.706,0.0756433523720978,9,2021,9,3
30396.481,0.0836089988787711,9,2021,10,3
20273.577,0.0401237046312979,9,2021,11,3
16719.041,0.0248631630793887,9,2021,12,3
5151.617,0.0068742179378605,9,2021,1,4
4460.225,0.0079519612663888,9,2021,2,4
7944.003,0.013235053259232,9,2021,3,4
6473.49,0.0120986012424509,9,2021,4,4
6657.92,0.0094590828652026,9,2021,5,4
9631.26,0.0154620543231119,9,2021,6,4
9023.407,0.0161597454409214,9,2021,7,4
9704.384,0.0199538578305477,9,2021,8,4
8364.173,0.0199508072739105,9,2021,9,4
8961.755,0.0246503325087802,9,2021,10,4
6788.279,0.013434772835146,9,2021,11,4
4233.212,0.0062952797535232,9,2021,12,4
13330.861,0.0177884426993165,9,2021,1,5
12206.882,0.0217631740209023,9,2021,2,5
14986.555,0.0249682500871927,9,2021,3,5
14087.915,0.0263295480370779,9,2021,4,5
