,value,percentage,datetime,type,COD-CCAA
0,1413430.997,0.5685277343203999,2021-01-01T00:00:00.000+01:00,Hidráulica,17
1,1505956.673,0.530921212743563,2021-02-01T00:00:00.000+01:00,Hidráulica,17
2,1083248.775,0.5449151087261367,2021-03-01T00:00:00.000+01:00,Hidráulica,17
3,699410.082,0.49949670397774704,2021-04-01T00:00:00.000+02:00,Hidráulica,17
4,504451.519,0.38129345606318793,2021-05-01T00:00:00.000+02:00,Hidráulica,17
5,481459.457,0.4180486183181276,2021-06-01T00:00:00.000+02:00,Hidráulica,17
6,503801.955,0.4974831373607679,2021-07-01T00:00:00.000+02:00,Hidráulica,17
7,262485.023,0.29609977998469006,2021-08-01T00:00:00.000+02:00,Hidráulica,17
8,157684.864,0.21389762684580052,2021-09-01T00:00:00.000+02:00,Hidráulica,17
9,152085.826,0.14841300933488996,2021-10-01T00:00:00.000+02:00,Hidráulica,17
10,215015.87,0.18533093593081257,2021-11-01T00:00:00.000+01:00,Hidráulica,17
11,712698.558,0.36124232965531144,2021-12-01T00:00:00.000+01:00,Hidráulica,17
0,1025512.482,0.4124943411784749,2021-01-01T00:00:00.000+01:00,Eólica,17
1,1273594.165,0.4490023987728135,2021-02-01T00:00:00.000+01:00,Eólica,17
2,848639.432,0.42689773487864496,2021-03-01T00:00:00.000+01:00,Eólica,17
3,630268.028,0.4501176215651898,2021-04-01T00:00:00.000+02:00,Eólica,17
4,761814.463,0.575823163446935,2021-05-01T00:00:00.000+02:00,Eólica,17
5,630042.156,0.5470621647753285,2021-06-01T00:00:00.000+02:00,Eólica,17
6,462023.114,0.45622829765698647,2021-07-01T00:00:00.000+02:00,Eólica,17
7,550034.71,0.620474093163566,2021-08-01T00:00:00.000+02:00,Eólica,17
8,517556.785,0.7020595716114021,2021-09-01T00:00:00.000+02:00,Eólica,17
9,798279.259,0.7790011090041753,2021-10-01T00:00:00.000+02:00,Eólica,17
10,871576.581,0.7512473544027595,2021-11-01T00:00:00.000+01:00,Eólica,17
11,1190750.238,0.6035502460112128,2021-12-01T00:00:00.000+01:00,Eólica,17
0,914.91,0.0003680064400109354,2021-01-01T00:00:00.000+01:00,Solar fotovoltaica,17
1,1031.683,0.0003637172299490965,2021-02-01T00:00:00.000+01:00,Solar fotovoltaica,17
2,2160.924,0.001087026510977516,2021-03-01T00:00:00.000+01:00,Solar fotovoltaica,17
3,2147.635,0.0015337734348634237,2021-04-01T00:00:00.000+02:00,Solar fotovoltaica,17
4,2634.633,0.0019914070712276416,2021-05-01T00:00:00.000+02:00,Solar fotovoltaica,17
5,2506.013,0.0021759574080549545,2021-06-01T00:00:00.000+02:00,Solar fotovoltaica,17
