,value,percentage,datetime,type,COD-CCAA
0,65721.585,0.5865866470626021,2021-01-01T00:00:00.000+01:00,Hidráulica,10
1,54404.335,0.4619595499690528,2021-02-01T00:00:00.000+01:00,Hidráulica,10
2,36363.33,0.32895528159358706,2021-03-01T00:00:00.000+01:00,Hidráulica,10
3,19311.79,0.20652081264406627,2021-04-01T00:00:00.000+02:00,Hidráulica,10
4,17872.808,0.2461541597442382,2021-05-01T00:00:00.000+02:00,Hidráulica,10
5,20553.137,0.2513090254210963,2021-06-01T00:00:00.000+02:00,Hidráulica,10
6,21332.813,0.2539460533645293,2021-07-01T00:00:00.000+02:00,Hidráulica,10
7,18915.412,0.23172330226089333,2021-08-01T00:00:00.000+02:00,Hidráulica,10
8,12108.089,0.2025711829285478,2021-09-01T00:00:00.000+02:00,Hidráulica,10
9,10345.409,0.1519910704185209,2021-10-01T00:00:00.000+02:00,Hidráulica,10
10,26706.254,0.27255061509734085,2021-11-01T00:00:00.000+01:00,Hidráulica,10
11,88060.533,0.5459152590531076,2021-12-01T00:00:00.000+01:00,Hidráulica,10
0,21884.058,0.1953223770598885,2021-01-01T00:00:00.000+01:00,Eólica,10
1,30459.063,0.25863481349342893,2021-02-01T00:00:00.000+01:00,Eólica,10
2,32427.253,0.2933481653611341,2021-03-01T00:00:00.000+01:00,Eólica,10
3,31452.504,0.3363539415958202,2021-04-01T00:00:00.000+02:00,Eólica,10
4,18112.192,0.2494510880935057,2021-05-01T00:00:00.000+02:00,Eólica,10
5,17035.913,0.20830293172222736,2021-06-01T00:00:00.000+02:00,Eólica,10
6,18365.706,0.21862557722477838,2021-07-01T00:00:00.000+02:00,Eólica,10
7,17284.923,0.21174899266721056,2021-08-01T00:00:00.000+02:00,Eólica,10
8,17536.746,0.29339389410975414,2021-09-01T00:00:00.000+02:00,Eólica,10
9,24124.498,0.35442854645277594,2021-10-01T00:00:00.000+02:00,Eólica,10
10,33371.928,0.34057713610393175,2021-11-01T00:00:00.000+01:00,Eólica,10
11,36335.059,0.2252525901324598,2021-12-01T00:00:00.000+01:00,Eólica,10
0,2176.267,0.019423894944758067,2021-01-01T00:00:00.000+01:00,Solar fotovoltaica,10
1,3091.262,0.026248606886867275,2021-02-01T00:00:00.000+01:00,Solar fotovoltaica,10
2,5576.44,0.05044640824945741,2021-03-01T00:00:00.000+01:00,Solar fotovoltaica,10
3,6496.627,0.06947510756306807,2021-04-01T00:00:00.000+02:00,Solar fotovoltaica,10
4,7953.879,0.10954520419803881,2021-05-01T00:00:00.000+02:00,Solar fotovoltaica,10
5,7684.391,0.09395922448065439,2021-06-01T00:00:00.000+02:00,Solar fotovoltaica,10
6,8318.117,0.09901896123940142,2021-07-01T00:00:00.000+02:00,Solar fotovoltaica,10
7,8018.942,0.09823606913127626,2021-08-01T00:00:00.000+02:00,Solar fotovoltaica,10
8,5305.589,0.08876375453324559,2021-09-01T00:00:00.000+02:00,Solar fotovoltaica,10
9,5030.212,0.07390208606659136,2021-10-01T00:00:00.000+02:00,Solar fotovoltaica,10
10,1994.528,0.020355151015521274,2021-11-01T00:00:00.000+01:00,Solar fotovoltaica,10
11,1808.493,0.011211423448808011,2021-12-01T00:00:00.000+01:00,Solar fotovoltaica,10
0,5057.331,0.045138333690153035,2021-01-01T00:00:00.000+01:00,Otras renovables,10
1,4959.869,0.042115372812579294,2021-02-01T00:00:00.000+01:00,Otras renovables,10
2,5775.072,0.05224330213935962,2021-03-01T00:00:00.000+01:00,Otras renovables,10
3,5698.379,0.0609386215277756,2021-04-01T00:00:00.000+02:00,Otras renovables,10
4,5090.09,0.07010352413412316,2021-05-01T00:00:00.000+02:00,Otras renovables,10
5,5027.589,0.06147375419177248,2021-06-01T00:00:00.000+02:00,Otras renovables,10
6,4871.619,0.05799180907579581,2021-07-01T00:00:00.000+02:00,Otras renovables,10
